Case ID,Complete Timestamp,Activity,Case ID_2,Complete Timestamp_2,Activity_2,Connection
Case 4117,2011-08-03 16:00:11,Assign seriousness,Case 4117,2011-08-04 16:35:46,Resolve ticket,Assign seriousness --> Resolve ticket
Case 4117,2011-08-04 16:35:46,Resolve ticket,Case 4117,2011-09-10 16:00:58,Closed,Resolve ticket --> Closed
Case 4118,2012-01-11 10:29:37,Assign seriousness,Case 4118,2012-01-11 10:38:55,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4118,2012-01-11 10:38:55,Take in charge ticket,Case 4118,2012-01-11 10:40:19,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4118,2012-01-11 10:40:19,Resolve ticket,Case 4118,2012-03-10 10:30:29,Closed,Resolve ticket --> Closed
Case 4119,2012-07-19 16:00:07,Assign seriousness,Case 4119,2012-07-19 16:00:21,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4119,2012-07-19 16:00:21,Take in charge ticket,Case 4119,2012-07-20 08:51:27,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4119,2012-07-20 08:51:27,Resolve ticket,Case 4119,2012-09-01 16:00:46,Closed,Resolve ticket --> Closed
Case 412,2013-02-11 11:54:12,Assign seriousness,Case 412,2013-02-27 09:15:28,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 412,2013-02-27 09:15:28,Take in charge ticket,Case 412,2013-02-27 09:25:01,Wait,Take in charge ticket --> Wait
Case 412,2013-02-27 09:25:01,Wait,Case 412,2013-02-28 13:53:05,Resolve ticket,Wait --> Resolve ticket
Case 412,2013-02-28 13:53:05,Resolve ticket,Case 412,2013-03-15 13:53:22,Closed,Resolve ticket --> Closed
Case 4120,2012-06-06 14:57:04,Assign seriousness,Case 4120,2012-06-06 14:57:12,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4120,2012-06-06 14:57:12,Take in charge ticket,Case 4120,2012-06-08 09:06:42,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4120,2012-06-08 09:06:42,Resolve ticket,Case 4120,2012-07-07 15:00:21,Closed,Resolve ticket --> Closed
Case 4121,2012-03-20 16:05:40,Assign seriousness,Case 4121,2012-03-20 16:05:48,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4121,2012-03-20 16:05:48,Take in charge ticket,Case 4121,2012-03-21 14:12:33,Wait,Take in charge ticket --> Wait
Case 4121,2012-03-21 14:12:33,Wait,Case 4121,2012-04-16 14:20:00,Resolve ticket,Wait --> Resolve ticket
Case 4121,2012-04-16 14:20:00,Resolve ticket,Case 4121,2012-05-01 14:20:17,Closed,Resolve ticket --> Closed
Case 4122,2011-11-09 13:42:12,Assign seriousness,Case 4122,2011-11-16 14:08:32,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4122,2011-11-16 14:08:32,Take in charge ticket,Case 4122,2011-11-18 08:29:12,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4122,2011-11-18 08:29:12,Resolve ticket,Case 4122,2011-12-10 13:50:14,Closed,Resolve ticket --> Closed
Case 4123,2011-08-02 14:16:52,Assign seriousness,Case 4123,2011-08-30 07:29:32,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4123,2011-08-30 07:29:32,Take in charge ticket,Case 4123,2011-09-07 15:33:01,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4123,2011-09-07 15:33:01,Resolve ticket,Case 4123,2011-09-22 15:33:18,Closed,Resolve ticket --> Closed
Case 4124,2011-11-15 08:50:50,Assign seriousness,Case 4124,2011-11-18 10:41:23,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4124,2011-11-18 10:41:23,Take in charge ticket,Case 4124,2011-11-28 09:42:06,Wait,Take in charge ticket --> Wait
Case 4124,2011-11-28 09:42:06,Wait,Case 4124,2011-12-16 10:43:37,Resolve ticket,Wait --> Resolve ticket
Case 4124,2011-12-16 10:43:37,Resolve ticket,Case 4124,2012-01-05 10:00:41,Closed,Resolve ticket --> Closed
Case 4125,2011-11-24 09:27:50,Assign seriousness,Case 4125,2011-11-25 10:51:06,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4125,2011-11-25 10:51:06,Take in charge ticket,Case 4125,2011-11-25 15:10:05,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4125,2011-11-25 15:10:05,Resolve ticket,Case 4125,2011-12-27 09:30:40,Closed,Resolve ticket --> Closed
Case 4126,2011-10-06 08:38:15,Assign seriousness,Case 4126,2011-10-21 09:00:59,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4126,2011-10-21 09:00:59,Take in charge ticket,Case 4126,2011-10-24 08:19:54,Wait,Take in charge ticket --> Wait
Case 4126,2011-10-24 08:19:54,Wait,Case 4126,2011-10-26 09:36:01,Resolve ticket,Wait --> Resolve ticket
Case 4126,2011-10-26 09:36:01,Resolve ticket,Case 4126,2011-11-25 11:01:51,Closed,Resolve ticket --> Closed
Case 4127,2013-03-06 14:02:14,Assign seriousness,Case 4127,2013-04-08 08:09:18,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4127,2013-04-08 08:09:18,Take in charge ticket,Case 4127,2013-04-16 08:54:59,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4127,2013-04-16 08:54:59,Resolve ticket,Case 4127,2013-05-01 08:55:17,Closed,Resolve ticket --> Closed
Case 4128,2010-10-18 07:41:00,Insert ticket,Case 4128,2010-10-18 07:46:57,Assign seriousness,Insert ticket --> Assign seriousness
Case 4128,2010-10-18 07:46:57,Assign seriousness,Case 4128,2010-10-18 07:56:01,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4128,2010-10-18 07:56:01,Take in charge ticket,Case 4128,2010-10-18 07:57:03,Wait,Take in charge ticket --> Wait
Case 4128,2010-10-18 07:57:03,Wait,Case 4128,2010-10-18 13:54:23,Take in charge ticket,Wait --> Take in charge ticket
Case 4128,2010-10-18 13:54:23,Take in charge ticket,Case 4128,2010-10-18 13:55:01,Wait,Take in charge ticket --> Wait
Case 4128,2010-10-18 13:55:01,Wait,Case 4128,2010-10-19 07:15:36,Take in charge ticket,Wait --> Take in charge ticket
Case 4128,2010-10-19 07:15:36,Take in charge ticket,Case 4128,2010-10-19 07:21:31,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4128,2010-10-19 07:21:31,Resolve ticket,Case 4128,2010-11-26 08:10:30,Closed,Resolve ticket --> Closed
Case 4129,2012-04-03 14:18:14,Assign seriousness,Case 4129,2012-04-03 14:18:23,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4129,2012-04-03 14:18:23,Take in charge ticket,Case 4129,2012-04-06 09:58:03,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4129,2012-04-06 09:58:03,Resolve ticket,Case 4129,2012-05-04 14:20:31,Closed,Resolve ticket --> Closed
Case 413,2011-09-21 09:45:40,Insert ticket,Case 413,2011-09-23 09:20:13,Assign seriousness,Insert ticket --> Assign seriousness
Case 413,2011-09-23 09:20:13,Assign seriousness,Case 413,2011-09-23 09:20:34,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 413,2011-09-23 09:20:34,Take in charge ticket,Case 413,2011-10-13 16:02:38,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 413,2011-10-13 16:02:38,Resolve ticket,Case 413,2011-10-13 16:02:41,Resolve ticket,Resolve ticket --> Resolve ticket
Case 413,2011-10-13 16:02:41,Resolve ticket,Case 413,2011-10-28 16:02:48,Closed,Resolve ticket --> Closed
Case 4130,2010-09-24 08:16:06,Insert ticket,Case 4130,2010-09-24 08:39:24,Assign seriousness,Insert ticket --> Assign seriousness
Case 4130,2010-09-24 08:39:24,Assign seriousness,Case 4130,2010-09-24 08:41:33,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4130,2010-09-24 08:41:33,Take in charge ticket,Case 4130,2010-09-24 09:22:24,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4130,2010-09-24 09:22:24,Resolve ticket,Case 4130,2010-10-29 08:20:19,Closed,Resolve ticket --> Closed
Case 4131,2012-05-03 14:59:08,Assign seriousness,Case 4131,2012-05-03 14:59:34,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4131,2012-05-03 14:59:34,Take in charge ticket,Case 4131,2012-05-03 15:34:16,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4131,2012-05-03 15:34:16,Resolve ticket,Case 4131,2012-06-20 15:00:33,Closed,Resolve ticket --> Closed
Case 4132,2011-12-21 11:21:53,Assign seriousness,Case 4132,2011-12-21 11:22:09,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4132,2011-12-21 11:22:09,Take in charge ticket,Case 4132,2011-12-21 15:53:12,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4132,2011-12-21 15:53:12,Resolve ticket,Case 4132,2011-12-21 15:53:12,Resolve ticket,Resolve ticket --> Resolve ticket
Case 4132,2011-12-21 15:53:12,Resolve ticket,Case 4132,2012-01-25 11:30:25,Closed,Resolve ticket --> Closed
Case 4133,2011-12-19 08:19:43,Assign seriousness,Case 4133,2011-12-22 14:37:20,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4133,2011-12-22 14:37:20,Take in charge ticket,Case 4133,2011-12-22 15:26:14,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4133,2011-12-22 15:26:14,Resolve ticket,Case 4133,2012-01-19 08:24:07,Closed,Resolve ticket --> Closed
Case 4134,2011-06-30 10:08:34,Assign seriousness,Case 4134,2011-06-30 10:09:10,Assign seriousness,Assign seriousness --> Assign seriousness
Case 4134,2011-06-30 10:09:10,Assign seriousness,Case 4134,2011-06-30 10:14:26,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4134,2011-06-30 10:14:26,Take in charge ticket,Case 4134,2011-06-30 10:35:13,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4134,2011-06-30 10:35:13,Resolve ticket,Case 4134,2011-08-02 10:11:50,Closed,Resolve ticket --> Closed
Case 4135,2012-01-18 11:43:06,Assign seriousness,Case 4135,2012-01-18 11:43:25,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4135,2012-01-18 11:43:25,Take in charge ticket,Case 4135,2012-01-20 11:37:43,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4135,2012-01-20 11:37:43,Resolve ticket,Case 4135,2012-02-18 11:50:14,Closed,Resolve ticket --> Closed
Case 4136,2012-01-24 15:06:42,Assign seriousness,Case 4136,2012-01-24 16:45:04,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4136,2012-01-24 16:45:04,Take in charge ticket,Case 4136,2012-01-30 09:02:45,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4136,2012-01-30 09:02:45,Resolve ticket,Case 4136,2012-03-23 15:10:41,Closed,Resolve ticket --> Closed
Case 4137,2011-08-23 07:58:18,Assign seriousness,Case 4137,2011-08-23 12:15:20,Assign seriousness,Assign seriousness --> Assign seriousness
Case 4137,2011-08-23 12:15:20,Assign seriousness,Case 4137,2011-08-23 12:19:54,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4137,2011-08-23 12:19:54,Take in charge ticket,Case 4137,2011-08-23 12:20:03,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4137,2011-08-23 12:20:03,Resolve ticket,Case 4137,2011-09-25 08:00:45,Closed,Resolve ticket --> Closed
Case 4138,2010-09-23 14:09:14,Assign seriousness,Case 4138,2010-09-23 14:09:26,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4138,2010-09-23 14:09:26,Take in charge ticket,Case 4138,2010-09-23 14:11:45,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4138,2010-09-23 14:11:45,Resolve ticket,Case 4138,2010-10-26 14:10:14,Closed,Resolve ticket --> Closed
Case 4139,2011-09-30 15:14:12,Assign seriousness,Case 4139,2011-10-04 13:10:35,Resolve ticket,Assign seriousness --> Resolve ticket
Case 4139,2011-10-04 13:10:35,Resolve ticket,Case 4139,2011-11-02 16:20:27,Closed,Resolve ticket --> Closed
Case 414,2013-02-01 11:36:02,Assign seriousness,Case 414,2013-02-07 08:25:41,Assign seriousness,Assign seriousness --> Assign seriousness
Case 414,2013-02-07 08:25:41,Assign seriousness,Case 414,2013-02-07 08:25:58,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 414,2013-02-07 08:25:58,Take in charge ticket,Case 414,2013-02-18 10:50:51,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 414,2013-02-18 10:50:51,Resolve ticket,Case 414,2013-03-05 10:51:09,Closed,Resolve ticket --> Closed
Case 4140,2011-01-27 14:49:03,Assign seriousness,Case 4140,2011-01-27 15:12:40,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4140,2011-01-27 15:12:40,Take in charge ticket,Case 4140,2011-01-27 15:12:53,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4140,2011-01-27 15:12:53,Resolve ticket,Case 4140,2011-03-01 14:50:37,Closed,Resolve ticket --> Closed
Case 4141,2010-12-23 16:39:25,Assign seriousness,Case 4141,2010-12-27 14:45:16,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4141,2010-12-27 14:45:16,Take in charge ticket,Case 4141,2011-01-11 11:10:32,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4141,2011-01-11 11:10:32,Resolve ticket,Case 4141,2011-02-10 11:10:57,Closed,Resolve ticket --> Closed
Case 4142,2012-06-27 08:07:48,Assign seriousness,Case 4142,2012-06-28 07:31:56,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4142,2012-06-28 07:31:56,Take in charge ticket,Case 4142,2012-07-02 07:03:25,Wait,Take in charge ticket --> Wait
Case 4142,2012-07-02 07:03:25,Wait,Case 4142,2012-07-11 10:24:38,Resolve ticket,Wait --> Resolve ticket
Case 4142,2012-07-11 10:24:38,Resolve ticket,Case 4142,2012-08-10 12:30:34,Closed,Resolve ticket --> Closed
Case 4143,2010-04-12 12:55:33,Insert ticket,Case 4143,2010-04-12 12:56:48,Assign seriousness,Insert ticket --> Assign seriousness
Case 4143,2010-04-12 12:56:48,Assign seriousness,Case 4143,2010-04-12 12:56:56,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4143,2010-04-12 12:56:56,Take in charge ticket,Case 4143,2010-04-12 13:00:32,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4143,2010-04-12 13:00:32,Resolve ticket,Case 4143,2010-05-13 13:01:33,Closed,Resolve ticket --> Closed
Case 4144,2011-10-11 13:29:40,Assign seriousness,Case 4144,2011-10-17 13:33:58,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4144,2011-10-17 13:33:58,Take in charge ticket,Case 4144,2011-10-21 13:53:18,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4144,2011-10-21 13:53:18,Resolve ticket,Case 4144,2011-11-11 14:30:23,Closed,Resolve ticket --> Closed
Case 4145,2013-01-09 14:12:19,Assign seriousness,Case 4145,2013-01-22 09:13:55,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4145,2013-01-22 09:13:55,Take in charge ticket,Case 4145,2013-02-04 15:22:29,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4145,2013-02-04 15:22:29,Resolve ticket,Case 4145,2013-02-19 15:22:47,Closed,Resolve ticket --> Closed
Case 4146,2011-01-03 14:26:44,Assign seriousness,Case 4146,2011-01-03 15:52:22,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4146,2011-01-03 15:52:22,Take in charge ticket,Case 4146,2011-01-03 15:53:39,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4146,2011-01-03 15:53:39,Resolve ticket,Case 4146,2011-02-16 14:30:53,Closed,Resolve ticket --> Closed
Case 4147,2013-01-21 15:07:53,Assign seriousness,Case 4147,2013-02-06 17:07:27,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4147,2013-02-06 17:07:27,Take in charge ticket,Case 4147,2013-02-26 13:59:28,Wait,Take in charge ticket --> Wait
Case 4147,2013-02-26 13:59:28,Wait,Case 4147,2013-02-27 10:15:06,Resolve ticket,Wait --> Resolve ticket
Case 4147,2013-02-27 10:15:06,Resolve ticket,Case 4147,2013-03-14 10:15:20,Closed,Resolve ticket --> Closed
Case 4148,2011-07-28 07:30:47,Assign seriousness,Case 4148,2011-07-29 07:43:10,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4148,2011-07-29 07:43:10,Take in charge ticket,Case 4148,2011-07-29 09:02:04,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4148,2011-07-29 09:02:04,Resolve ticket,Case 4148,2011-08-09 07:30:19,Take in charge ticket,Resolve ticket --> Take in charge ticket
Case 4148,2011-08-09 07:30:19,Take in charge ticket,Case 4148,2011-08-25 14:35:25,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4148,2011-08-25 14:35:25,Resolve ticket,Case 4148,2011-09-09 14:35:48,Closed,Resolve ticket --> Closed
Case 4149,2013-11-04 14:57:27,Assign seriousness,Case 4149,2013-11-07 11:25:00,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4149,2013-11-07 11:25:00,Take in charge ticket,Case 4149,2013-11-20 13:19:15,Wait,Take in charge ticket --> Wait
Case 4149,2013-11-20 13:19:15,Wait,Case 4149,2013-12-13 14:40:21,Resolve ticket,Wait --> Resolve ticket
Case 4149,2013-12-13 14:40:21,Resolve ticket,Case 4149,2013-12-28 14:40:40,Closed,Resolve ticket --> Closed
Case 415,2012-03-20 11:05:10,Assign seriousness,Case 415,2012-03-20 11:05:18,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 415,2012-03-20 11:05:18,Take in charge ticket,Case 415,2012-03-21 15:23:54,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 415,2012-03-21 15:23:54,Resolve ticket,Case 415,2012-03-21 15:23:55,Resolve ticket,Resolve ticket --> Resolve ticket
Case 415,2012-03-21 15:23:55,Resolve ticket,Case 415,2012-05-05 10:11:49,Closed,Resolve ticket --> Closed
Case 4150,2010-06-16 13:27:22,Assign seriousness,Case 4150,2010-06-21 09:53:33,Wait,Assign seriousness --> Wait
Case 4150,2010-06-21 09:53:33,Wait,Case 4150,2010-06-23 15:00:18,Take in charge ticket,Wait --> Take in charge ticket
Case 4150,2010-06-23 15:00:18,Take in charge ticket,Case 4150,2010-07-02 14:06:43,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4150,2010-07-02 14:06:43,Resolve ticket,Case 4150,2010-07-17 14:06:54,Closed,Resolve ticket --> Closed
Case 4151,2012-06-27 07:38:52,Assign seriousness,Case 4151,2012-06-27 07:44:03,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4151,2012-06-27 07:44:03,Take in charge ticket,Case 4151,2012-07-12 09:30:21,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4151,2012-07-12 09:30:21,Resolve ticket,Case 4151,2012-08-11 09:30:29,Closed,Resolve ticket --> Closed
Case 4152,2011-06-21 07:42:32,Assign seriousness,Case 4152,2011-06-21 07:42:47,Assign seriousness,Assign seriousness --> Assign seriousness
Case 4152,2011-06-21 07:42:47,Assign seriousness,Case 4152,2011-06-23 10:48:23,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4152,2011-06-23 10:48:23,Take in charge ticket,Case 4152,2011-06-28 13:59:04,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4152,2011-06-28 13:59:04,Resolve ticket,Case 4152,2011-07-22 07:50:39,Closed,Resolve ticket --> Closed
Case 4153,2011-11-04 09:17:14,Assign seriousness,Case 4153,2011-11-04 13:29:36,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4153,2011-11-04 13:29:36,Take in charge ticket,Case 4153,2011-11-04 16:07:38,Wait,Take in charge ticket --> Wait
Case 4153,2011-11-04 16:07:38,Wait,Case 4153,2011-11-09 09:49:30,Take in charge ticket,Wait --> Take in charge ticket
Case 4153,2011-11-09 09:49:30,Take in charge ticket,Case 4153,2011-11-09 13:46:00,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4153,2011-11-09 13:46:00,Resolve ticket,Case 4153,2011-12-09 12:00:37,Closed,Resolve ticket --> Closed
