Case ID,Assign seriousness,Closed,Create SW anomaly,DUPLICATE,INVALID,Insert ticket,RESOLVED,Require upgrade,Resolve SW anomaly,Resolve ticket,Schedule intervention,Take in charge ticket,VERIFIED,Wait
Case 494,2011-03-30 08:29:32,2011-05-19 08:30:32,,,,,,,,2011-03-30 13:13:43,,2011-03-30 08:30:43,,
Case 495,2012-07-19 15:51:08,2012-09-01 16:00:36,,,,,,,,2012-07-20 14:06:41,,2012-07-19 15:51:21,,
Case 496,2013-10-29 08:36:22,2013-12-03 16:31:27,,,,,,,,2013-11-18 16:31:08,,2013-10-29 15:18:49,,2013-10-30 10:15:59
Case 497,2012-07-25 15:40:43,2012-09-08 13:58:51,,,,,,,,2012-08-09 13:58:25,,2012-07-27 10:55:05,,
Case 498,2012-09-14 07:17:52,2012-10-17 14:25:18,,,,,,,,2012-10-02 14:25:04,,2012-09-14 07:18:18,,
Case 499,2011-01-28 09:01:13,2011-03-13 09:11:05,,,,,,,,2011-01-31 08:58:40,,2011-01-28 13:49:49,,
Case 5,2012-04-03 13:08:32,2012-05-25 13:10:28,,,,,,,,2012-04-03 13:47:22,,2012-04-03 13:45:33,,
Case 50,2012-01-16 10:53:01,2012-02-16 11:00:57,,,,,,,,2012-01-16 16:37:54,,2012-01-16 10:59:51,,
Case 500,2011-03-03 09:50:46,2011-04-21 14:41:42,,,,,,,,2011-03-22 15:41:22,,2011-03-22 09:19:41,,
Case 501,2012-06-04 13:18:30,2012-07-18 13:21:22,,,,,,,,2012-06-06 15:16:24,,2012-06-05 06:58:08,,
Case 502,2012-09-24 07:37:21,2012-11-10 11:32:39,,,,,,,,2012-10-26 10:32:20,,2012-09-25 07:11:43,,
Case 503,2012-09-04 15:47:56,2012-11-03 10:02:21,2012-09-05 10:07:42,,,,,2012-10-18 08:33:48,,2012-10-19 09:02:02,,2012-09-05 09:53:57,,
Case 504,2013-04-24 09:05:18,2013-05-31 12:28:42,,,,,,,,2013-05-16 12:28:25,,2013-04-24 09:32:46,,2013-05-08 12:45:32
Case 505,2012-01-20 14:25:53,2012-02-22 14:30:19,,,,,,,,2012-02-01 15:22:25,,2012-01-20 14:26:12,,
Case 506,2012-12-18 14:44:59,2013-01-29 14:38:44,,,,,,2013-01-03 08:37:43,,2013-01-14 14:38:27,,2013-01-03 08:34:01,,
Case 507,2013-08-26 15:23:16,2013-09-27 13:45:20,,,,,,,,2013-09-12 13:45:07,,2013-08-27 07:07:04,,
Case 508,2012-02-23 13:43:24,2012-03-27 09:35:02,,,,,,,,2012-03-12 10:34:52,,2012-02-23 13:43:39,,2012-02-24 09:44:16
Case 509,2010-09-24 10:47:17,2010-11-18 09:50:29,,,,,,,,2010-10-04 08:50:02,,2010-09-24 15:16:20,,2010-09-27 13:41:58
Case 51,2012-06-13 13:55:36,2012-07-18 07:30:21,,,,,,,,2012-07-02 09:41:04,,2012-06-14 07:07:06,,2012-06-15 07:16:27
Case 510,2012-07-16 14:00:44,2012-09-11 08:28:42,,,,,,,,2012-08-27 08:28:28,,2012-07-16 14:00:55,,2012-07-23 12:56:58
Case 511,2012-04-20 13:48:18,2012-05-23 13:50:20,,,,,,,,2012-05-03 10:11:09,,2012-04-27 10:48:24,,
Case 512,2011-10-06 10:16:56,2011-11-10 13:20:25,,,,,,,,2011-10-17 15:21:14,,2011-10-11 13:11:42,,2011-10-13 14:29:37
Case 513,2011-03-30 10:44:58,2011-05-06 10:50:29,,,,,,,,2011-04-04 08:35:45,,2011-03-30 10:45:26,,
Case 514,2011-12-27 11:54:23,2012-02-03 12:01:12,,,,,,,,2011-12-30 09:04:14,,2011-12-27 15:39:22,,
Case 515,2011-10-20 08:41:43,2011-12-11 09:50:37,,,,,,,,2011-10-20 15:46:08,,2011-10-20 08:42:26,,
Case 516,2011-09-01 14:32:33,2011-10-21 13:50:36,,,,,,,,2011-09-15 10:43:36,,2011-09-05 10:32:40,,2011-09-05 12:35:10
Case 517,2011-03-01 15:22:55,2011-04-12 10:02:18,,,,,,,,2011-03-18 10:58:27,,2011-03-01 15:23:19,,2011-03-09 15:28:22
Case 518,2011-03-25 17:11:16,2011-05-07 09:11:55,,,,,,,,2011-04-05 13:04:16,,2011-03-25 17:11:53,,
Case 519,2012-06-08 08:31:56,2012-07-26 08:40:43,,,,,,,,2012-06-08 08:40:26,,2012-06-08 08:32:05,,
Case 52,2012-07-26 15:18:26,2012-09-12 15:20:55,,,,,,,,2012-07-27 10:46:28,,2012-07-26 15:18:35,,
Case 520,2012-09-28 13:55:43,2012-11-01 12:41:29,,,,,,,,2012-10-17 11:41:09,,2012-10-12 11:10:56,,
Case 521,2012-01-09 10:49:13,2012-03-01 10:50:31,,,,,,,,2012-01-10 14:59:48,,2012-01-10 08:42:03,,
Case 522,2011-12-02 09:52:07,2012-01-04 10:00:58,,,,,,,,2011-12-12 09:34:29,,2011-12-05 08:15:04,,2011-12-05 08:32:43
Case 524,2011-12-20 14:30:10,2012-02-02 09:18:26,,,,,,,,2012-01-03 09:17:57,,2011-12-22 14:41:31,,
Case 526,2012-03-05 08:10:32,2012-04-14 14:00:12,,,,,,,,2012-03-20 10:54:02,,2012-03-06 16:54:43,,2012-03-08 14:18:54
Case 527,2013-02-20 10:04:37,2013-04-10 13:40:13,,,,,,,,2013-03-26 14:39:50,,2013-03-26 10:27:20,,2013-02-20 10:06:32
Case 528,2012-06-20 07:49:20,2012-08-05 07:50:42,,,,,,,,2012-06-26 08:43:45,,2012-06-20 07:49:37,,
Case 529,2013-02-12 14:11:11,2013-04-13 08:02:57,,,,,,,,2013-03-29 09:02:44,,,,2013-02-14 11:42:21
Case 53,2010-10-14 13:53:13,2010-12-04 08:48:57,,,,,,,,2010-11-04 08:48:12,,2010-10-15 13:02:36,,2010-10-28 15:12:55
Case 530,2013-07-11 16:07:01,2013-08-29 13:34:15,,,,,,,,2013-08-14 13:33:56,,2013-07-30 07:19:58,,2013-07-30 10:34:53
Case 531,2011-12-05 16:00:57,2012-01-05 16:10:21,,,,,,,,2011-12-12 14:49:16,,2011-12-06 08:17:04,,
Case 532,2013-03-08 16:58:17,2013-04-12 10:46:46,,,,,,,,2013-03-11 17:13:51,,2013-03-11 11:37:15,,2013-03-28 09:48:53
Case 533,2012-07-31 14:33:16,2012-09-06 15:53:18,,,,,,,,2012-08-07 15:52:51,,2012-07-31 15:24:46,,
Case 534,2011-04-19 07:31:48,2011-05-26 07:40:34,,,,,,,,2011-04-19 07:40:58,,2011-04-19 07:39:52,,
Case 535,2011-12-07 11:06:05,2012-01-14 11:10:25,,,,,,,,2011-12-13 14:22:01,,2011-12-09 10:32:22,,
Case 536,2011-04-14 13:47:16,2011-05-17 13:50:40,,,,,,,,2011-04-15 16:10:51,,2011-04-14 16:11:57,,
Case 537,2012-06-01 10:32:53,2012-07-19 09:20:33,,,,,,,,2012-06-26 10:29:03,,2012-06-01 10:33:15,,2012-06-01 12:43:57
Case 538,2012-02-08 15:27:05,2012-03-10 15:30:20,,,,,,,,2012-02-08 15:37:34,,2012-02-08 15:35:36,,
Case 539,2011-05-18 12:24:34,2011-06-25 12:32:01,,,,,,,,2011-05-19 10:51:17,,2011-05-18 12:24:56,,
Case 54,2013-11-07 08:20:59,2013-12-17 16:14:40,,,,,,,,2013-12-02 16:14:22,,2013-11-29 09:10:50,,
Case 540,2010-09-03 09:30:10,2010-10-06 09:40:39,,,,,,,,2010-09-08 09:24:25,,2010-09-08 09:23:34,,
Case 541,2012-05-15 07:08:40,2012-06-15 07:10:59,,,,,,,,2012-05-15 08:29:12,,2012-05-15 08:01:25,,
Case 542,2011-09-26 15:22:22,2011-11-09 16:30:22,,,,,,,,2011-09-27 10:16:11,,2011-09-26 15:55:24,,
Case 543,2011-12-01 15:29:00,2012-01-15 02:02:25,,,,,,,,2011-12-05 08:10:24,,2011-12-01 15:50:17,,
Case 544,2012-01-11 10:42:25,2012-02-11 10:51:03,,,,,,,,2012-01-11 14:21:45,,2012-01-11 14:15:21,,
Case 545,2012-02-29 13:58:38,2012-04-07 13:00:29,,,,,,,,2012-02-29 15:50:29,,2012-02-29 15:33:17,,
Case 546,2011-12-02 09:59:10,2012-01-04 10:00:46,,,,,,,,2011-12-02 11:23:36,,2011-12-02 10:52:24,,
Case 547,2010-06-30 13:04:35,2010-08-25 12:42:27,,,,,,,,2010-08-10 12:42:18,,2010-07-14 07:27:24,,2010-06-30 13:19:19
Case 548,2011-05-16 08:10:57,2011-06-17 16:00:21,,,,,,,,2011-05-24 09:29:19,,2011-05-20 10:35:25,,2011-05-20 10:47:49
Case 549,2012-02-15 09:15:32,2012-03-17 09:20:49,,,,,,,,2012-02-29 11:19:14,,2012-02-15 11:48:09,,
Case 55,2011-10-26 15:51:42,2011-12-06 08:21:36,,,,,,,,2011-11-21 08:21:23,,2011-10-31 15:19:03,,2011-11-07 08:44:52
Case 550,2011-08-26 07:17:43,2011-09-28 07:20:19,,,,,,,,2011-08-26 07:26:10,,,,
Case 551,2012-07-18 10:53:53,2012-09-01 16:07:36,,,,,,,,2012-08-02 16:07:16,,2012-07-18 15:54:24,,2012-07-25 07:59:53
Case 552,2012-06-04 10:55:16,2012-07-07 11:00:36,,,,,,,,2012-06-05 07:36:27,,2012-06-04 10:55:37,,
Case 553,2013-02-21 11:41:39,2013-03-28 10:59:33,,,,,,,,2013-03-13 10:59:16,,2013-03-11 08:11:39,,2013-03-11 10:03:58
Case 554,2013-02-14 15:55:56,2013-04-02 14:58:00,,,,,,,,2013-03-18 15:57:40,,,,
Case 555,2010-12-15 14:49:07,2011-01-29 13:37:57,,,,,,,,2010-12-30 13:37:37,,2010-12-17 10:42:59,,
Case 556,2012-07-05 09:23:18,2012-08-07 09:30:11,,,,,,,,2012-07-05 09:44:30,,,,
Case 558,2013-10-22 09:26:52,2013-12-13 11:45:53,,,,,,,,2013-11-28 11:45:37,,2013-10-25 14:34:04,,
Case 559,2013-10-03 11:05:24,2013-11-15 08:26:35,,,,,,,,2013-10-31 08:26:16,,2013-10-08 07:16:56,,2013-10-11 09:21:47
Case 56,2012-01-30 11:32:58,2012-03-14 11:40:25,,,,,,,,2012-01-30 11:33:23,,,,
Case 560,2010-04-28 15:50:51,2010-06-04 07:50:32,,,,,,,,2010-05-20 07:50:14,,2010-05-06 07:29:22,,
Case 561,2012-05-31 14:44:00,2012-07-14 14:50:25,,,,,,,,2012-06-01 10:40:39,,2012-05-31 16:25:59,,
Case 562,2010-12-14 16:44:33,2011-02-11 16:50:36,,,,,,,,2010-12-21 09:11:52,,2010-12-17 11:20:18,,
Case 563,2011-05-18 07:07:11,2011-06-24 14:49:49,,,,,,,,2011-05-19 13:13:15,,2011-05-18 15:17:52,,
Case 564,2011-06-09 10:42:40,2011-07-12 10:51:04,,,,,,,,2011-06-17 08:50:28,,2011-06-09 12:48:08,,
Case 565,2012-07-16 07:02:05,2012-09-01 09:40:21,,,,,,,,2012-07-18 15:44:22,,2012-07-16 07:02:21,,2012-07-17 13:16:36
Case 566,2012-12-21 11:19:13,2013-01-23 09:01:16,,,,,,,,2013-01-08 09:01:01,,2013-01-02 13:34:46,,2013-01-07 11:29:05
Case 567,2011-07-29 10:45:34,2011-09-22 10:50:19,,,,,,,,2011-07-29 13:12:05,,2011-07-29 12:29:41,,
Case 568,2011-08-23 07:55:39,2011-10-10 08:00:42,,,,,,,,2011-08-24 15:44:28,,2011-08-23 07:55:46,,
Case 569,2011-06-30 09:43:59,2011-08-02 09:50:46,,,,,,,,2011-07-07 08:33:49,,2011-07-05 12:34:00,,
Case 57,2010-10-29 09:39:23,2010-11-30 10:40:55,,,,,,,,2010-11-02 15:39:05,,2010-11-02 14:56:13,,
Case 570,2012-05-29 13:05:16,2012-07-06 13:10:44,,,,,,,,2012-05-29 15:20:39,,2012-05-29 13:37:40,,
Case 571,2011-05-10 10:41:18,2011-07-06 09:46:19,,,,,,,,2011-06-21 09:45:58,,2011-05-11 13:53:50,,2011-06-09 09:37:51
Case 572,2010-05-28 11:02:07,2010-06-29 11:00:25,,,,,,,,2010-05-28 14:57:12,,2010-05-28 14:57:02,,2010-05-28 14:24:24
Case 573,2012-07-30 07:06:46,2012-09-02 08:30:17,,,,,,,,2012-07-31 10:05:46,,2012-07-30 07:07:07,,2012-07-30 08:48:00
Case 575,2013-11-14 16:54:23,2013-12-25 15:43:56,,,,,,,,2013-12-10 15:43:41,,2013-11-28 16:03:26,,2013-11-29 10:07:27
Case 576,2010-12-01 16:39:51,2011-01-15 16:40:37,,,,,,,,2010-12-02 17:44:15,,2010-12-02 17:41:33,,
Case 577,2011-04-29 10:42:14,2011-06-01 07:14:17,,,,,,,,2011-05-17 07:14:04,,2011-04-29 10:42:26,,
Case 578,2011-09-22 08:10:27,2011-10-25 08:20:28,,,,,,,,2011-09-26 07:42:40,,,,
Case 579,2011-02-15 13:52:41,2011-04-02 14:15:17,,,,,,,,2011-02-15 13:53:29,,2011-02-15 13:52:52,,
Case 58,2012-11-16 15:49:30,2013-01-01 09:55:26,2012-11-16 15:49:51,,,,,2012-11-28 13:50:07,,2012-12-17 09:55:05,,,,
Case 580,2011-04-19 10:22:36,2011-06-04 10:30:31,,,,,,,,2011-04-22 08:04:16,,2011-04-19 10:22:53,,
Case 581,2012-06-25 09:15:09,2012-08-02 09:40:35,,,,,,,,2012-07-03 10:21:23,,2012-06-25 09:15:53,,2012-06-26 10:08:06
Case 582,2010-12-10 08:15:43,2011-01-19 16:35:23,,,,,,,,2010-12-14 10:40:45,,2010-12-13 08:25:39,,2010-12-16 10:49:48
Case 583,2012-06-05 15:26:52,2012-07-06 15:30:23,,,,,,,,2012-06-07 14:54:06,,2012-06-06 07:01:41,,
Case 584,2011-03-10 10:32:42,2011-04-21 08:00:42,,,,,,,,2011-03-25 14:51:20,,2011-03-10 10:33:29,,2011-03-10 11:16:12
Case 585,2010-09-09 12:33:02,2010-10-23 12:40:33,,,,,,,,2010-09-09 12:33:50,,2010-09-09 12:33:43,,
Case 586,2012-07-24 15:42:04,2012-09-08 15:50:42,,,,,,,,2012-08-03 13:19:10,,2012-07-26 15:14:39,,
Case 587,2010-04-01 09:36:02,2010-05-14 14:26:52,,,,,,,,2010-04-29 14:26:41,,2010-04-29 08:55:35,,2010-04-29 09:38:26
Case 588,2010-02-02 09:52:38,2010-03-06 08:24:05,,,,,,,,2010-02-19 08:23:45,,2010-02-17 16:24:59,,
Case 589,2012-07-20 10:02:52,2012-09-06 10:12:38,,,,,,,,2012-07-24 15:24:35,,2012-07-23 07:24:50,,
Case 59,2012-03-28 12:28:37,2012-04-28 12:30:17,,,,,,,,2012-03-28 15:32:57,,2012-03-28 12:28:47,,
Case 590,2010-12-14 11:45:17,2011-01-27 11:50:51,,,,,,,,2010-12-15 16:33:13,,2010-12-15 16:15:20,,
Case 591,2010-05-05 14:39:36,2010-06-05 13:00:17,,,,2010-05-05 12:56:02,,,,2010-05-12 14:39:13,,2010-05-11 07:52:31,,
Case 593,2013-10-31 09:25:26,2013-12-26 14:48:27,,,,,,,,2013-12-11 14:48:08,,2013-12-11 11:18:01,,
Case 594,2013-11-28 09:39:07,2013-12-31 08:58:44,,,,,,,,2013-12-16 08:58:25,,2013-11-28 10:19:04,,
Case 595,2013-11-25 11:01:44,2014-01-03 13:20:58,,,,,,,,2013-12-19 13:20:46,,2013-11-25 11:59:03,,2013-11-25 13:47:37
Case 596,2012-01-13 16:31:55,2012-03-12 16:40:46,,,,,,,,2012-01-16 15:39:17,,2012-01-16 08:37:03,,
Case 597,2011-03-22 08:27:05,2011-04-23 13:41:31,,,,,,,,2011-04-08 13:41:15,,2011-03-25 11:28:43,,
Case 598,2011-06-23 14:43:37,2011-07-26 14:50:24,,,,,,,,2011-06-23 15:13:17,,2011-06-23 14:48:10,,
Case 599,2010-03-08 13:59:35,2010-04-06 15:50:21,,,,2010-03-04 16:49:18,,,,2010-03-08 14:00:16,,2010-03-08 14:00:06,,
Case 6,2011-10-25 15:13:58,2011-12-10 16:20:56,,,,,,,,2011-10-26 09:54:46,,2011-10-25 15:58:55,,
Case 60,2011-04-06 15:35:49,2011-05-28 08:50:26,,,,,,,,2011-04-13 08:49:22,,2011-04-06 15:36:04,,2011-04-07 15:41:23
Case 600,2012-07-03 14:03:26,2012-09-01 08:13:21,,,,,,,,2012-07-11 09:10:08,,2012-07-11 08:28:34,,
Case 601,2010-12-29 11:10:05,2011-02-02 11:02:01,,,,,,,,2011-01-18 11:01:45,,2011-01-10 11:35:05,,
Case 602,2012-05-02 07:17:26,2012-06-15 12:46:20,,,,,,,,2012-05-31 12:46:09,,2012-05-02 07:39:30,,2012-05-09 14:23:42
Case 603,2013-01-21 08:08:20,2013-03-02 08:05:34,,,,,,,,2013-02-15 08:05:19,,2013-01-28 16:05:48,,
Case 604,2011-10-17 13:39:19,2011-11-24 14:40:49,,,,,,,,2011-10-18 07:27:07,,,,
Case 605,2011-04-04 13:06:22,2011-05-05 13:10:38,,,,,,,,2011-04-04 14:28:46,,2011-04-04 13:06:59,,
Case 606,2013-04-05 16:13:54,2013-05-08 10:34:56,,,,,,,,2013-04-23 10:34:43,,2013-04-15 15:05:20,,
Case 607,2011-06-14 07:11:34,2011-07-15 14:20:39,,,,,,,,2011-06-17 13:20:01,,2011-06-14 07:22:14,,2011-06-16 15:20:04
Case 608,2010-12-23 08:52:03,2011-01-25 08:29:53,,,,,,,,2011-01-10 08:29:39,,2010-12-28 16:34:13,,2010-12-28 16:43:35
Case 609,2010-03-19 15:46:29,2010-05-05 08:27:22,,,,,,,,2010-04-20 08:27:07,,2010-03-19 15:47:09,,
Case 61,2011-09-16 07:04:39,2011-11-10 08:10:45,,,,,,,,2011-09-16 15:04:46,,2011-09-16 07:18:12,,
Case 610,2010-09-03 08:49:02,2010-10-21 08:50:25,,,,,,,,2010-09-09 10:12:29,,2010-09-09 10:01:32,,
Case 611,2010-12-31 09:41:03,2011-02-13 09:50:37,,,,,,,,2010-12-31 09:42:08,,2010-12-31 09:41:44,,
Case 612,2010-04-28 08:04:25,2010-05-29 08:01:22,,,,2010-04-28 07:59:40,,,,2010-04-29 13:39:49,,2010-04-29 13:32:50,,
Case 613,2012-07-27 14:39:25,2012-09-09 14:41:03,,,,,,,,2012-07-30 08:09:30,,2012-07-30 08:07:05,,
Case 614,2012-07-11 15:35:34,2012-08-11 15:40:19,,,,,,,,2012-07-18 08:23:38,,2012-07-12 08:10:08,,
Case 615,2011-09-01 07:15:15,2011-10-15 07:20:46,,,,,,,,2011-09-13 07:50:31,,2011-09-01 07:15:49,,
Case 616,2010-03-24 11:24:08,2010-04-29 14:51:50,,,,,,,,2010-04-14 14:51:34,,2010-03-24 11:24:16,,
Case 617,2010-11-16 11:53:46,2011-01-01 12:00:41,,,,,,,,2010-11-17 09:05:25,,2010-11-16 14:22:57,,
Case 618,2012-01-30 16:21:12,2012-03-14 16:30:35,,,,,,,,2012-01-30 16:26:10,,2012-01-30 16:21:21,,
Case 619,2011-03-31 15:49:16,2011-05-07 07:57:27,,,,,,,,2011-04-22 07:57:10,,2011-03-31 15:50:04,,
Case 62,2012-05-28 15:16:47,2012-07-26 15:20:39,,,,,,,,2012-05-28 15:18:27,,,,
Case 620,2011-12-27 10:15:56,2012-02-11 08:43:08,,,,,,,,2012-01-12 08:42:41,,2011-12-27 14:02:18,,2011-12-27 15:02:37
Case 621,2012-06-21 09:27:04,2012-07-24 09:31:31,,,,,,,,2012-06-25 07:53:25,,2012-06-21 09:27:38,,
Case 622,2012-09-27 14:03:27,2012-11-20 16:41:39,2012-09-28 10:14:14,,,,,,,2012-11-05 16:41:28,,2012-09-27 14:04:02,,
Case 623,2011-11-08 10:47:18,2011-12-14 13:30:32,,,,,,,,2011-11-25 11:37:22,,2011-11-11 13:31:56,,2011-11-22 09:56:15
Case 624,2013-10-24 10:09:08,2013-11-26 09:35:14,,,,,,,,2013-11-11 09:35:03,,2013-10-25 13:04:07,,2013-10-28 08:26:23
Case 625,2010-04-19 15:41:52,2010-05-20 15:50:37,,,,,,,,2010-04-22 14:28:57,,2010-04-20 07:20:23,,
Case 626,2013-01-16 09:10:01,2013-02-20 10:13:07,,,,,,,,2013-02-05 10:12:58,,2013-01-24 09:59:25,,2013-01-25 11:17:26
Case 627,2012-07-10 07:23:55,2012-08-10 07:30:39,,,,,,,,2012-07-10 11:16:10,,2012-07-10 07:24:26,,
Case 628,2011-01-26 09:10:07,2011-03-08 08:18:04,,,,,,,,2011-02-18 09:14:21,,2011-01-27 09:10:56,,2011-02-16 14:45:12
Case 629,2012-02-15 11:15:29,2012-03-17 11:20:59,,,,,,,,2012-02-15 11:16:08,,,,
Case 63,2013-03-06 15:05:09,2013-04-06 08:34:35,,,,,,,,2013-03-22 09:34:16,,2013-03-22 08:58:01,,
Case 630,2013-05-07 10:05:44,2013-06-07 07:47:52,,,,,,,,2013-05-23 07:47:37,,2013-05-20 08:40:40,,
Case 632,2010-07-20 08:40:57,2010-08-20 08:50:20,,,,,,,,2010-07-29 15:27:41,,2010-07-29 15:20:00,,
Case 633,2012-05-29 15:22:37,2012-07-12 15:30:20,,,,,,,,2012-06-01 07:55:25,,2012-05-30 07:16:49,,
Case 634,2012-03-22 08:46:45,2012-05-09 07:50:29,,,,,,,,2012-03-23 08:35:03,,2012-03-22 08:48:01,,
Case 635,2011-06-29 10:00:04,2011-08-27 10:10:24,,,,,,,,2011-06-29 11:13:58,,2011-06-29 11:13:16,,
Case 636,2011-03-22 16:38:53,2011-05-05 09:33:04,,,,,,,,2011-04-20 09:32:52,,2011-03-22 16:45:16,,2011-03-31 07:19:40
Case 637,2011-09-15 13:33:25,2011-11-02 14:41:02,,,,,,,,2011-09-29 10:05:34,,2011-09-21 07:45:49,,
Case 638,2012-10-17 09:24:20,2012-12-14 11:31:39,,,,,,,,2012-11-29 11:31:28,,2012-11-07 08:45:41,,2012-11-08 08:29:11
Case 639,2013-07-11 16:13:23,2013-08-16 15:22:13,,,,,,,,2013-08-01 15:21:54,,2013-07-17 13:26:22,,2013-07-18 13:09:29
Case 64,2011-04-14 15:54:28,2011-05-21 09:42:52,,,,,,,,2011-05-06 09:42:28,,2011-04-27 10:30:04,,2011-04-15 10:41:19
Case 640,2010-10-19 14:29:56,2010-11-27 13:52:29,,,,,,,,2010-11-12 13:52:18,,2010-11-12 13:52:11,,
Case 642,2010-10-20 15:32:52,2010-11-23 16:40:21,,,,,,,,2010-10-22 07:33:43,,2010-10-20 15:33:20,,
Case 643,2012-01-26 08:48:31,2012-02-28 08:50:28,,,,,,,,2012-01-26 14:37:16,,2012-01-26 08:48:55,,
Case 645,2013-02-01 14:19:43,2013-03-14 10:49:30,,,,,,,,2013-02-27 10:49:16,,2013-02-01 17:02:24,,
Case 646,2011-03-07 11:59:06,2011-04-07 08:32:42,,,,,,,,2011-03-23 09:32:35,,2011-03-07 11:59:47,,2011-03-22 14:12:53
Case 647,2011-02-28 14:24:57,2011-04-02 14:15:17,,,,,,,,2011-03-01 09:39:56,,2011-02-28 14:27:14,,
Case 648,2011-12-07 08:15:35,2012-02-02 16:41:38,,,,,,,,2012-01-18 16:41:22,,2011-12-07 13:40:40,,
Case 649,2011-05-10 07:37:28,2011-06-10 07:40:24,,,,,,,,2011-05-10 08:29:58,,2011-05-10 07:37:56,,
Case 65,2013-02-13 13:41:45,2013-03-16 16:01:36,,,,,,,,2013-03-01 16:01:20,,2013-03-01 09:23:38,,2013-03-01 10:14:20
Case 650,2012-06-28 10:33:25,2012-08-15 10:40:43,,,,,,,,2012-06-29 08:14:35,,2012-06-28 10:33:35,,
Case 651,2010-04-08 10:00:27,2010-05-11 10:10:37,,,,,,,,2010-04-21 09:43:37,,2010-04-14 09:54:27,,2010-04-09 15:48:44
Case 652,2012-07-24 14:31:53,2012-09-01 08:14:21,,,,,,,,2012-07-31 13:02:18,,2012-07-27 13:45:57,,
Case 653,2012-07-09 14:27:30,2012-09-01 08:13:01,,,,,,,,2012-07-10 07:46:40,,,,
Case 654,2012-06-13 11:06:38,2012-07-29 11:00:32,,,,,,,,2012-06-14 15:17:01,,2012-06-14 10:08:56,,
Case 655,2011-08-24 13:57:05,2011-09-24 14:00:47,,,,,,,,2011-08-31 10:47:39,,2011-08-30 07:20:12,,
Case 656,2013-02-28 14:39:25,2013-04-19 09:57:25,,,,,,,,2013-04-04 09:57:06,,2013-02-28 14:40:06,,2013-03-04 09:21:14
Case 657,2012-02-23 10:31:43,2012-03-27 09:40:12,,,,,,,,2012-02-23 14:58:27,,2012-02-23 13:41:39,,
Case 658,2011-03-14 10:33:46,2011-04-14 09:40:13,,,,,,,,2011-03-28 09:21:11,,2011-03-14 10:34:09,,
Case 659,2011-05-19 08:54:36,2011-07-06 09:00:31,,,,,,,,2011-05-19 10:52:30,,2011-05-19 08:54:58,,
Case 66,2012-06-26 08:46:53,2012-08-24 15:42:30,,,,,,,,2012-06-26 13:05:58,,2012-06-26 08:47:39,,
Case 660,2012-01-20 17:05:24,2012-03-13 09:19:48,,,,,,,,2012-02-27 09:19:36,,2012-01-23 08:18:28,,2012-02-01 11:15:21
Case 661,2010-09-17 09:48:59,2010-10-31 10:50:57,,,,2010-09-17 09:48:33,,,,2010-09-17 09:49:39,,2010-09-17 09:49:26,,
Case 662,2010-09-14 13:39:29,2010-11-12 14:40:31,,,,,,,,2010-09-22 15:21:30,,2010-09-22 14:58:57,,
Case 663,2010-04-13 10:17:23,2010-05-14 10:20:26,,,,,,,,2010-04-14 08:31:36,,2010-04-14 07:25:56,,
Case 664,2013-06-10 11:01:41,2013-08-03 13:00:04,,,,,,,,2013-07-19 12:59:45,,2013-06-25 12:58:50,,2013-06-28 07:09:55
Case 665,2010-08-18 10:21:47,2010-09-18 12:11:24,,,,,,,,2010-09-03 12:11:02,,2010-09-03 12:07:46,,
Case 666,2011-12-14 11:59:56,2012-01-15 02:02:28,,,,,,,,2011-12-20 10:14:46,,2011-12-16 13:53:20,,2011-12-19 16:59:36
Case 667,2011-02-24 08:14:49,2011-04-09 07:20:51,,,,,,,,2011-03-09 16:47:31,,2011-02-24 16:08:38,,
Case 668,2011-09-22 07:27:13,2011-10-27 07:30:37,,,,,,,,2011-09-23 09:55:01,,2011-09-22 16:00:11,,
Case 669,2012-05-02 09:10:42,2012-06-15 09:20:40,,,,,,,,2012-05-02 10:01:58,,2012-05-02 09:32:04,,
Case 67,2010-12-30 15:03:15,2011-02-12 15:10:46,,,,,,,,2011-01-13 11:45:18,,2011-01-11 08:40:08,,
Case 670,2012-05-23 09:23:32,2012-06-23 09:30:21,,,,,,,,2012-05-23 10:05:01,,2012-05-23 09:23:39,,
Case 671,2011-06-27 13:13:06,2011-07-28 13:20:27,,,,,,,,2011-07-05 14:55:15,,2011-07-05 07:34:32,,
Case 672,2011-01-13 10:59:41,2011-03-12 09:18:05,,,,,,,,2011-02-10 09:17:37,,2011-01-27 08:24:59,,2011-02-04 13:41:14
Case 673,2011-11-21 10:49:42,2012-01-06 10:50:25,,,,,,,,2011-11-28 15:05:51,,2011-11-25 10:51:52,,
Case 674,2012-01-18 15:15:19,2012-03-08 08:15:32,,,,,,,,2012-02-07 08:15:11,,2012-01-18 15:35:14,,2012-01-23 13:42:27
Case 675,2011-05-11 08:58:44,2011-06-11 12:51:09,,,,,,,,2011-05-16 07:57:25,,2011-05-11 08:59:25,,2011-05-13 13:38:00
Case 677,2011-12-13 14:04:29,2012-01-27 09:50:32,,,,,,,,2011-12-29 13:43:25,,2011-12-29 09:41:34,,2011-12-23 11:37:08
Case 678,2011-06-14 07:42:12,2011-08-04 09:07:05,,,,,,,,2011-07-20 09:06:53,,2011-06-14 07:42:37,,2011-06-21 10:25:39
